,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Years To Unicorn,Funding_num,Valuation_num
968,Mia.com,$1B,2015-09-08,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,$232M,"Sequoia Capital China, ZhenFund, K2 Ventures",4,2320000.0,100000000.0
969,Minio,$1B,2022-01-26,Data management & analytics,Palo Alto,United States,North America,2014,$126M,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",8,1260000.0,100000000.0
970,Mobvoi,$1B,2017-04-06,Consumer & retail,Beijing,China,Asia,2012,$252M,"Sequoia Capital China, SIG Asia Investments, ZhenFund",5,2520000.0,100000000.0
971,Moka,$1B,2021-11-02,Internet software & services,Beijing,China,Asia,2015,$144M,"GGV Capital, GSR Ventures, FreesFund",6,1440000.0,100000000.0
972,Momenta,$1B,2018-10-17,Artificial intelligence,Beijing,China,Asia,2016,$1B,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2,100000000.0,100000000.0
973,Morning Consult,$1B,2021-06-08,Internet software & services,Washington DC,United States,North America,2014,$91M,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",7,910000.0,100000000.0
974,Movile,$1B,2018-07-12,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,$588M,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",20,5880000.0,100000000.0
975,Mux,$1B,2021-04-30,Internet software & services,San Francisco,United States,North America,2015,$174M,"Accel, Cobalt Capital, Andreessen Horowitz",6,1740000.0,100000000.0
976,Nature's Fynd,$1B,2021-07-19,Other,Chicago,United States,North America,2012,$463M,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",9,4630000.0,100000000.0
977,Newlink Group,$1B,2020-07-10,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,$655M,"JOY Capital, NIO Capital, Blueflame Capital",4,6550000.0,100000000.0
978,News Break,$1B,2021-01-07,Internet software & services,Mountain View,United States,North America,2015,$151M,"IDG Capital, Francisco Partners, ZhenFund",6,1510000.0,100000000.0
979,Newsela,$1B,2021-02-25,Internet software & services,New York,United States,North America,2013,$172M,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",8,1720000.0,100000000.0
980,NIUM,$1B,2021-07-13,Fintech,,Singapore,Asia,2014,$285M,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",7,2850000.0,100000000.0
981,NoBroker,$1B,2021-11-23,Internet software & services,Bengaluru,India,Asia,2014,$424M,"General Atlantic, Elevation Capital, BEENEXT",7,4240000.0,100000000.0
982,Noname Security,$1B,2021-12-15,Cybersecurity,Palo Alto,United States,North America,2020,$220M,"Insight Partners, Lightspeed Venture Partners, CyberStarts",1,2200000.0,100000000.0
983,Numbrs,$1B,2019-08-22,Fintech,Zurich,Switzerland,Europe,1999,$105M,"Investment Corporation of Dubai, Centralway",20,1050000.0,100000000.0
984,Omada Health,$1B,2022-02-23,Health,San Francisco,United States,North America,2011,$449M,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",11,4490000.0,100000000.0
985,Omio,$1B,2018-10-23,Travel,Berlin,Germany,Europe,2013,$396M,"Lakestar, Battery Ventures, New Enterprise Associates",5,3960000.0,100000000.0
986,ONE,$1B,2021-12-08,Internet software & services,,Singapore,Asia,2011,$515M,"Temasek, Guggenheim Investments, Qatar Investment Authority",10,5150000.0,100000000.0
987,OpenWeb,$1B,2021-11-09,Internet software & services,New York,United States,North America,2012,$223M,"Insight Partners, AltaIR Capital, Norma Investments",9,2230000.0,100000000.0
988,Orbbec Technology,$1B,2018-05-21,Hardware,Shenzhen,China,Asia,2013,$200M,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",5,2000000.0,100000000.0
989,Orca Bio,$1B,2020-06-17,Health,Menlo Park,United States,North America,2016,$192M,"Lightspeed Venture Partners, Data Collective, 8VC",4,1920000.0,100000000.0
990,Orchard,$1B,2021-09-09,Fintech,New York,United States,North America,2017,$252M,"Accomplice, Juxtapose, FirstMark Capital",4,2520000.0,100000000.0
991,Owkin,$1B,2021-11-18,Artificial intelligence,New York,United States,North America,2016,$254M,"Google Ventures, Cathay Innovation, NJF Capital",5,2540000.0,100000000.0
992,PandaDoc,$1B,2021-09-22,Internet software & services,San Francisco,United States,North America,2016,$51M,"Rembrandt Venture Partners, M12, Altos Ventures",5,510000.0,100000000.0
993,Pat McGrath Labs,$1B,2018-07-16,Consumer & retail,New York,United States,North America,2016,$60M,"One Luxury Group, Eurazeo",2,600000.0,100000000.0
994,PatSnap,$1B,2021-03-16,Internet software & services,,Singapore,Asia,2007,$352M,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",14,3520000.0,100000000.0
995,Payhawk,$1B,2022-02-14,Fintech,London,United Kingdom,Europe,2018,$239M,"Earlybird Venture Capital, Eleven Ventures, QED Investors",4,2390000.0,100000000.0
996,Pentera,$1B,2022-01-11,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,"AWZ Ventures, Blackstone, Insight Partners",7,1900000.0,100000000.0
997,Pet Circle,$1B,2021-12-06,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,$125M,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",10,1250000.0,100000000.0
998,PicsArt,$1B,2021-08-26,Mobile & telecommunications,San Francisco,United States,North America,2011,$195M,"Sequoia Capital, DCM Ventures, Insight Partners",10,1950000.0,100000000.0
999,PLACE,$1B,2021-11-17,Internet software & services,Bellingham,United States,North America,2020,$100M,"Goldman Sachs Asset Management, 3L",1,1000000.0,100000000.0
1000,Placer.ai,$1B,2022-01-12,Artificial intelligence,Los Altos,United States,North America,2016,$166M,"Fifth Wall Ventures, JBV Capital, Array Ventures",6,1660000.0,100000000.0
1001,Playco,$1B,2020-09-21,Other,Tokyo,Japan,Asia,2020,$140M,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",0,1400000.0,100000000.0
1002,Poizon,$1B,2019-04-29,Mobile & telecommunications,Shanghai,China,Asia,2015,Unknown,"DST Global, Sequoia Capital China, Gaorong Capital",4,,100000000.0
1003,PPRO,$1B,2021-01-19,Fintech,London,United Kingdom,Europe,2006,$370M,"Wellington Management, Eurazeo, Citi Ventures",15,3700000.0,100000000.0
1004,Printful,$1B,2021-05-24,Other,Charlotte,United States,North America,2016,$130M,Bregal Sagemount,5,1300000.0,100000000.0
1005,Quantum Metric,$1B,2021-01-07,Data management & analytics,Colorado Springs,United States,North America,2015,$226M,"Insight Partners, Bain Capital Ventures",6,2260000.0,100000000.0
1006,Quizlet,$1B,2020-05-13,Edtech,San Francisco,United States,North America,2005,$62M,"Union Square Ventures, Altos Ventures, Costanoa Ventures",15,620000.0,100000000.0
1007,RapidAPI,$1B,2022-03-23,Internet software & services,San Francisco,United States,North America,2015,$273M,"Green Bay Ventures, M12, Andreessen Horowitz",7,2730000.0,100000000.0
1008,Razor,$1B,2021-11-08,Consumer & retail,Berlin,Germany,Europe,2020,$167M,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",1,1670000.0,100000000.0
1009,Red Ventures,$1B,2015-01-07,Other,Fort Mill,United States,North America,2000,$250M,"Silver Lake Partners, General Atlantic",15,2500000.0,100000000.0
1010,REEF Technology,$1B,2018-12-10,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,$2B,"Target Global, UBS Asset Management, Mubadala Capital",3,200000000.0,100000000.0
1011,ReliaQuest,$1B,2021-12-01,Cybersecurity,Tampa,United States,North America,2007,$330M,"KKR, FTV Capital, Ten Eleven Ventures",14,3300000.0,100000000.0
1012,Revolution Precrafted,$1B,2017-10-23,Other,Manila,Philippines,Asia,2015,$15M,"K2 Global, 500 Startups",2,150000.0,100000000.0
1013,Rothy's,$1B,2021-12-21,Consumer & retail,San Francisco,United States,North America,2016,$484M,"Alpargatas, GS Growth, Lightspeed Venture Partners",5,4840000.0,100000000.0
1014,SaltPay,$1B,2021-04-09,Fintech,London,United Kingdom,Europe,2019,$1B,"Tiger Global Management, Hedosophia",2,100000000.0,100000000.0
1015,Savage X Fenty,$1B,2021-02-10,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,$310M,"Speedinvest, Valar Ventures, Uniqa Ventures",3,3100000.0,100000000.0
1016,Scalapay,$1B,2022-02-23,Fintech,Milan,Italy,Europe,2019,$416M,"Fasanara Capital, Tiger Global Management, Baleen Capital",3,4160000.0,100000000.0
1017,Scandit,$1B,2022-02-09,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,$273M,"Atomico, NGP Capital, Google Ventures",13,2730000.0,100000000.0
1018,Sentry,$1B,2021-02-18,Other,San Francisco,United States,North America,2011,$127M,"New Enterprise Associates, Accel, Bond",10,1270000.0,100000000.0
1019,Shield AI,$1B,2021-08-24,Artificial intelligence,San Diego,United States,North America,2015,$328M,"Andreessen Horowitz, Homebrew, Point72 Ventures",6,3280000.0,100000000.0
1020,Shift Technology,$1B,2021-05-06,Artificial intelligence,Paris,France,Europe,2014,$545M,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",7,5450000.0,100000000.0
1021,ShipBob,$1B,2021-06-29,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,$331M,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",7,3310000.0,100000000.0
1022,Shippo,$1B,2021-06-02,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$154M,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",8,1540000.0,100000000.0
1023,Sidecar Health,$1B,2021-01-26,Fintech,El Segundo,United States,North America,2018,$163M,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",3,1630000.0,100000000.0
1024,Sift,$1B,2021-04-22,Artificial intelligence,San Francisco,United States,North America,2011,$157M,"Union Square Ventures, Insight Partners, Spark Capital",10,1570000.0,100000000.0
1025,Skydio,$1B,2021-02-25,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,$340M,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",7,3400000.0,100000000.0
1026,Slice,$1B,2021-11-28,Fintech,Bengaluru,India,Asia,2015,$249M,"Gunosy Capital, Blume Ventures, Das Capital",6,2490000.0,100000000.0
1027,SmartAsset,$1B,2021-06-24,Fintech,New York,United States,North America,2012,$161M,"Javelin Venture Partners, TTV Capital, Peterson Ventures",9,1610000.0,100000000.0
1028,SMS Assist,$1B,2016-06-07,Internet software & services,Chicago,United States,North America,2003,$255M,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",13,2550000.0,100000000.0
1029,SnapLogic,$1B,2021-12-13,Internet software & services,San Mateo,United States,North America,2006,$371M,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",15,3710000.0,100000000.0
1030,Snorkel AI,$1B,2021-08-09,Artificial intelligence,Palo Alto,United States,North America,2019,$135M,"Greylock Partners, Google Ventures, BlackRock",2,1350000.0,100000000.0
1031,Solo.io,$1B,2021-10-07,Internet software & services,Cambridge,United States,North America,2017,$172M,"True Ventures, Altimeter Capital, Redpoint Ventures",4,1720000.0,100000000.0
1032,SoundHound,$1B,2018-05-03,Artificial intelligence,Santa Clara,United States,North America,2005,$215M,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",13,2150000.0,100000000.0
1033,Splashtop,$1B,2021-01-27,Internet software & services,San Jose,United States,North America,2006,$114M,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",15,1140000.0,100000000.0
1034,Standard,$1B,2021-02-17,Artificial intelligence,San Francisco,United States,North America,2017,$239M,"CRV, Y Combinator, Initialized Capital",4,2390000.0,100000000.0
1035,Stytch,$1B,2021-11-18,Cybersecurity,San Francisco,United States,North America,2020,$126M,"Index Ventures, Benchmark, Thrive Capital",1,1260000.0,100000000.0
1036,Swile,$1B,2021-10-11,Fintech,Montpellier,France,Europe,2016,$326M,"Index Ventures, IDInvest Partners, Daphni",5,3260000.0,100000000.0
1037,Tarana Wireless,$1B,2022-03-23,Mobile & telecommunications,Milpitas,United States,North America,2009,$376M,"Prime Movers Lab, Khosla Ventures, I Squared Capital",13,3760000.0,100000000.0
1038,TechStyle Fashion Group,$1B,2014-08-29,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,$336M,"Matrix Partners, Passport Capital, Rho Ventures",4,3360000.0,100000000.0
1039,TensTorrent,$1B,2021-05-05,Artificial intelligence,Toronto,Canada,North America,2016,$235M,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",5,2350000.0,100000000.0
1040,TERMINUS Technology,$1B,2018-10-25,Hardware,Beijing,China,Asia,2015,$623M,"China Everbright Limited, IDG Capital, iFLYTEK",3,6230000.0,100000000.0
1041,Tezign,$1B,2021-11-02,Internet software & services,Shanghai,China,Asia,2015,$151M,"Sequoia Capital China, Linear Venture, Hearst Ventures",6,1510000.0,100000000.0
1042,The Zebra,$1B,2021-04-12,E-commerce & direct-to-consumer,Austin,United States,North America,2012,$257M,"Silverton Partners, Accel, Ballast Point Ventures",9,2570000.0,100000000.0
1043,Thirty Madison,$1B,2021-06-02,Health,New York,United States,North America,1993,$210M,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",28,2100000.0,100000000.0
1044,Thought Machine,$1B,2021-11-29,Fintech,London,United Kingdom,Europe,2014,$403M,"British Patient Capital, SEB Venture Capital, IQ Capital",7,4030000.0,100000000.0
1045,Timescale,$1B,2022-02-22,Internet software & services,New York,United States,North America,2015,$181M,"New Enterprise Associates, Benchmark, Two Sigma Ventures",7,1810000.0,100000000.0
1046,Tractable,$1B,2021-06-16,Artificial intelligence,London,United Kingdom,Europe,2014,$120M,"Insight Partners, Ignition Partners, Georgian Partners",7,1200000.0,100000000.0
1047,Tresata,$1B,2018-10-10,Fintech,Charlotte,United States,North America,2011,$51M,GCP Capital Partners,7,510000.0,100000000.0
1048,TrialSpark,$1B,2021-09-30,Health,New York,United States,North America,2014,$156M,"Sequoia Capital, Thrive Capital, Sound Ventures",7,1560000.0,100000000.0
1049,TrueLayer,$1B,2021-09-21,Fintech,London,United Kingdom,Europe,2016,$271M,"Anthemis, Connect Ventures, Northzone Ventures",5,2710000.0,100000000.0
1050,Unico,$1B,2021-08-03,Artificial intelligence,Sao Paulo,Brazil,South America,2007,$237M,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",14,2370000.0,100000000.0
1051,Vagaro,$1B,2021-11-03,Internet software & services,Dublin,United States,North America,2009,$163M,FTV Capital,12,1630000.0,100000000.0
1052,Vedantu,$1B,2021-09-29,Edtech,Bengaluru,India,Asia,2014,$292M,"Accel, Tiger Global Management, Omidyar Network",7,2920000.0,100000000.0
1053,Veev,$1B,2022-02-24,Internet software & services,San Mateo,United States,North America,2008,$585M,"Zeev Ventures, Bond, Fifth Wall Ventures",14,5850000.0,100000000.0
1054,Vise,$1B,2021-05-18,Fintech,New York,United States,North America,2016,$128M,"Sequoia Capital, Founders Fund, Bling Capital",5,1280000.0,100000000.0
1055,Visier,$1B,2021-06-29,Internet software & services,Vancouver,Canada,North America,2010,$217M,"Foundation Capital, Summit Partners, Adams Street Partners",11,2170000.0,100000000.0
1056,VOI,$1B,2021-12-21,Travel,Stockholm,Sweden,Europe,2018,$516M,"Vostok New Ventures, The Raine Group, Balderton Capital",3,5160000.0,100000000.0
1057,Vox Media,$1B,2015-08-12,Internet software & services,Washington,United States,North America,2011,$308M,"Accel Partners, Comcast Ventures, General Atlantic",4,3080000.0,100000000.0
1058,VTS,$1B,2019-05-07,Internet software & services,New York,United States,North America,2012,$187M,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",7,1870000.0,100000000.0
1059,Watershed,$1B,2022-02-08,Internet software & services,San Francisco,United States,North America,2019,$70M,"Kleiner Perkins Caufield & Byers, Sequoia Capital",3,700000.0,100000000.0
1060,Weights & Biases,$1B,2021-10-13,Internet software & services,San Francisco,United States,North America,2017,$200M,"Coatue Management, Insight Partners, Trinity Ventures",4,2000000.0,100000000.0
1061,WeLab,$1B,2017-11-08,Fintech,,Hong Kong,Asia,2013,$871M,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",4,8710000.0,100000000.0
1062,Womai,$1B,2015-10-12,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$330M,"SAIF Partners China, Baidu, IDG Capital",6,3300000.0,100000000.0
1063,Wrapbook,$1B,2021-11-10,Fintech,New York,United States,North America,2018,$131M,"Equal Ventures, Uncork Capital, Andreessen Horowitz",3,1310000.0,100000000.0
1064,Xendit,$1B,2021-09-14,Fintech,Jakarta,Indonesia,Asia,2014,$215M,"Accel, Y Combinator, Amasia",7,2150000.0,100000000.0
1065,XForcePlus,$1B,2021-06-01,Internet software & services,Shanghai,China,Asia,2015,$200M,"Eastern Bell Capital, Danhua Capital, MSA Capital",6,2000000.0,100000000.0
1066,YH Global,$1B,2017-09-21,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,$182M,"Co-Energy Finance, Grandland",20,1820000.0,100000000.0
1067,YipitData,$1B,2021-12-06,Internet software & services,New York,United States,North America,2008,$492M,"RRE Ventures+, Highland Capital Partners, The Carlyle Group",13,4920000.0,100000000.0
1068,Yunxuetang,$1B,2021-03-29,Edtech,Suzhou,China,Asia,2011,$389M,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",10,3890000.0,100000000.0
1069,Zhaogang,$1B,2017-06-29,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$379M,"K2 Ventures, Matrix Partners China, IDG Capital",5,3790000.0,100000000.0
1070,Zhuan Zhuan,$1B,2017-04-18,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$990M,"58.com, Tencent Holdings",2,9900000.0,100000000.0
1071,Zihaiguo,$1B,2021-05-06,Consumer & retail,Chongqing,China,Asia,2018,$80M,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",3,800000.0,100000000.0
1072,Zopa,$1B,2021-10-19,Fintech,London,United Kingdom,Europe,2005,$792M,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",16,7920000.0,100000000.0
1073,Zwift,$1B,2020-09-16,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,$620M,"Novator Partners, True, Causeway Media Partners",6,6200000.0,100000000.0
